epoch phase free0_mb o5 o6 o7 o8 o9 o10 d_pgscan_kswapd d_pgsteal_kswapd d_pgsteal_file d_refault_file d_compact_stall kswapd0_jiffies oom_kill d_pswpout d_pgsteal_direct d_pgscan_direct file_pages_mb
1789572255 C_warm 15294 30280 27806 431 0 0 0 62725 62724 61443 0 0 99177 23 0 0 0 3839
1789572257 C_warm 15289 30280 27802 431 0 0 0 60160 61440 61440 0 0 99179 23 0 0 0 3840
1789572258 C_warm 15301 30281 27805 431 0 0 0 68468 68468 68608 0 0 99181 23 0 140 140 3841
1789572259 C_warm 15303 30281 27805 431 0 0 0 70400 69120 69120 0 0 99184 23 0 0 0 3843
1789572260 C_warm 15274 30281 27805 431 0 0 0 69120 69120 70400 1 0 99186 23 0 0 0 3843
1789572261 C_warm 15297 30281 27804 432 0 0 0 69120 69120 69120 0 0 99188 23 0 0 0 3843
1789572262 C_warm 15297 30281 27804 432 0 0 0 67840 67840 66560 0 0 99190 23 0 0 0 3841
1789572263 C_warm 15298 30281 27804 432 0 0 0 65280 65280 65280 0 0 99192 23 0 0 0 3843
1789572264 C_warm 15299 30281 27804 432 0 0 0 69120 69120 70400 0 0 99194 23 0 0 0 3843
1789572266 C_warm 15286 30282 27804 432 0 0 0 75116 75116 73984 0 0 99196 23 0 148 148 3846
1789572267 C_warm 15286 30284 27804 432 0 0 0 72960 72960 74240 0 0 99198 23 0 0 0 3847
1789572268 C_warm 15295 30284 27804 432 0 0 0 71680 71680 71680 0 0 99201 23 0 0 0 3843
1789572269 C_warm 15291 30287 27804 432 0 0 0 71680 71680 71680 0 0 99203 23 0 0 0 3844
1789572270 C_warm 15262 30288 27804 432 0 0 0 74241 74241 72961 3 0 99205 23 0 0 0 3845
1789572271 C_warm 15280 30288 27804 432 0 0 0 71680 71680 71680 0 0 99207 23 0 0 0 3846
1789572272 C_warm 15289 30287 27805 432 0 0 0 71178 71177 72457 0 0 99209 23 0 0 0 3847
1789572273 C_warm 15282 30291 27803 432 0 0 0 70400 70400 70400 0 0 99211 23 0 0 0 3850
1789572275 C_warm 15295 30292 27804 428 0 0 0 70768 70768 70144 0 4 99214 23 0 656 656 3846
1789572276 C_warm 15292 30305 27744 395 0 0 0 70400 70400 70400 0 0 99217 23 0 0 0 3853
1789572277 C_warm 15289 30300 27747 395 0 0 0 69121 69121 69121 0 0 99219 23 0 0 0 3852
1789572278 C_warm 15291 30297 27747 395 0 0 0 70400 70400 71680 0 0 99221 23 0 0 0 3855
1789572279 C_warm 15289 30297 27747 395 0 0 0 70400 71680 70400 0 0 99223 23 0 0 0 3854
1789572280 C_warm 15275 30297 27747 395 0 0 0 71680 70400 70400 0 0 99225 23 0 0 0 3856
1789572281 C_warm 15283 30297 27743 395 0 0 0 67840 67840 69120 0 0 99227 23 0 0 0 3861
1789572283 C_warm 15284 30297 27743 395 0 0 0 61462 61462 61462 0 0 99229 23 0 0 0 3857
1789572284 C_warm 15284 30297 27743 395 0 0 0 67391 68671 67391 0 0 99232 23 0 0 0 3858
1789572285 C_warm 15263 30297 27744 395 0 0 0 68456 67175 67175 0 0 99236 23 0 0 0 3854
1789572286 C_warm 15284 30297 27744 395 0 0 0 73796 73796 73796 0 0 99238 23 0 0 0 3852
1789572287 C_warm 15284 30298 27744 395 0 0 0 136960 142080 147200 0 0 99244 23 0 0 0 3853
1789572288 C 15282 30298 27744 395 0 0 0 107520 102400 97280 394 0 99244 23 0 0 0 3855
1789572289 C 15272 30298 27744 395 0 0 0 0 0 0 448 0 99244 23 0 0 0 3857
1789572290 C 15257 30298 27744 395 0 0 0 0 0 0 436 0 99244 23 0 0 0 3858
1789572292 C 15254 30298 27744 395 0 0 0 0 0 0 432 0 99244 23 0 0 0 3860
1789572293 C 15230 30298 27744 395 0 0 0 0 0 0 444 0 99244 23 0 0 0 3862
1789572294 C 15218 30298 27744 395 0 0 0 0 0 0 443 0 99244 23 0 0 0 3863
1789572295 C 15211 30298 27744 395 0 0 0 0 0 0 410 0 99244 23 0 0 0 3865
1789572296 C 15208 30298 27744 395 0 0 0 0 0 0 439 0 99244 23 0 0 0 3867
1789572297 C 15207 30298 27744 395 0 0 0 0 0 0 438 0 99244 23 0 0 0 3868
1789572298 C 15196 30298 27744 395 0 0 0 0 0 0 413 0 99244 23 0 0 0 3870
1789572300 C 15197 30298 27744 395 0 0 0 0 0 0 414 0 99244 23 0 0 0 3872
1789572301 C 15193 30298 27744 395 0 0 0 0 0 0 432 0 99244 23 0 0 0 3873
1789572302 C 15193 30298 27744 395 0 0 0 0 0 0 421 0 99244 23 0 0 0 3875
1789572303 C 15191 30298 27744 395 0 0 0 0 0 0 428 0 99244 23 0 0 0 3877
1789572304 C 15185 30298 27744 395 0 0 0 0 0 0 433 0 99244 23 0 0 0 3878
1789572305 C 15182 30298 27744 395 0 0 0 0 0 0 464 0 99244 23 0 0 0 3880
1789572306 C 15179 30298 27744 395 0 0 0 0 0 0 465 0 99244 23 0 0 0 3882
1789572307 C 15178 30298 27744 395 0 0 0 0 0 0 425 0 99244 23 0 0 0 3884
1789572309 C 15178 30298 27744 395 0 0 0 0 0 0 406 0 99244 23 0 0 0 3885
1789572310 C 15176 30298 27744 395 0 0 0 0 0 0 359 0 99244 23 0 0 0 3887
1789572311 C 15172 30298 27744 395 0 0 0 0 0 0 516 0 99244 23 0 0 0 3889
1789572312 C 15168 30298 27744 395 0 0 0 0 0 0 416 0 99244 23 0 0 0 3890
1789572313 C 15167 30298 27744 395 0 0 0 0 0 0 443 0 99244 23 0 0 0 3892
1789572314 C 15150 30298 27744 395 0 0 0 0 0 0 412 0 99244 23 0 0 0 3894
1789572315 C 15139 30298 27744 395 0 0 0 0 0 0 446 0 99244 23 0 0 0 3895
1789572317 C 15140 30298 27744 395 0 0 0 0 0 0 435 0 99244 23 0 0 0 3897
1789572318 C 15142 30298 27744 395 0 0 0 0 0 0 447 0 99244 23 0 0 0 3899
1789572319 C 15145 30298 27744 395 0 0 0 0 0 0 460 0 99244 23 0 0 0 3901
1789572320 C 15137 30288 27744 395 0 0 0 0 0 0 302 0 99244 23 0 0 0 3902
1789572321 C 15134 30286 27744 395 0 0 0 0 0 0 505 0 99244 23 0 0 0 3904
1789572322 C 15120 30290 27744 395 0 0 0 0 0 0 1445 0 99244 23 0 0 0 3909
1789572323 C 15119 30290 27744 395 0 0 0 0 0 0 449 0 99244 23 0 0 0 3911
1789572324 C 15093 30290 27744 395 0 0 0 0 0 0 1198 0 99244 23 0 0 0 3916
1789572326 C 15089 30290 27744 395 0 0 0 0 0 0 428 0 99244 23 0 0 0 3918
1789572327 C 15089 30290 27744 395 0 0 0 0 0 0 433 0 99244 23 0 0 0 3919
1789572328 C 15088 30290 27744 395 0 0 0 0 0 0 462 0 99244 23 0 0 0 3921
1789572329 C 15090 30290 27744 395 0 0 0 0 0 0 413 0 99244 23 0 0 0 3923
